code,description
Y285,"Contact with sharp object, undetermined intent: Trade and service area"
Y286,"Contact with sharp object, undetermined intent: Industrial and construction area"
Y287,"Contact with sharp object, undetermined intent: Farm"
Y288,"Contact with sharp object, undetermined intent: Other specified places"
Y289,"Contact with sharp object, undetermined intent: Unspecified place"
Y290,"Contact with blunt object, undetermined intent: Home"
Y291,"Contact with blunt object, undetermined intent: Residential institution"
Y292,"Contact with blunt object, undetermined intent: School, other institution and public administrative area"
Y293,"Contact with blunt object, undetermined intent: Sports and athletics area"
Y294,"Contact with blunt object, undetermined intent: Street and highway"
Y295,"Contact with blunt object, undetermined intent: Trade and service area"
Y296,"Contact with blunt object, undetermined intent: Industrial and construction area"
Y297,"Contact with blunt object, undetermined intent: Farm"
Y298,"Contact with blunt object, undetermined intent: Other specified places"
Y299,"Contact with blunt object, undetermined intent: Unspecified place"
Y300,"Falling, jumping or pushed from a high place, undetermined intent: Home"
Y301,"Falling, jumping or pushed from a high place, undetermined intent: Residential institution"
Y302,"Falling, jumping or pushed from a high place, undetermined intent: School, other institution and public administrative area"
Y303,"Falling, jumping or pushed from a high place, undetermined intent: Sports and athletics area"
Y304,"Falling, jumping or pushed from a high place, undetermined intent: Street and highway"
Y305,"Falling, jumping or pushed from a high place, undetermined intent: Trade and service area"
Y306,"Falling, jumping or pushed from a high place, undetermined intent: Industrial and construction area"
Y307,"Falling, jumping or pushed from a high place, undetermined intent: Farm"
Y308,"Falling, jumping or pushed from a high place, undetermined intent: Other specified places"
Y309,"Falling, jumping or pushed from a high place, undetermined intent: Unspecified place"
Y310,"Falling, lying or running before or into moving object, undetermined intent: Home"
Y311,"Falling, lying or running before or into moving object, undetermined intent: Residential institution"
Y312,"Falling, lying or running before or into moving object, undetermined intent: School, other institution and public administrative area"
Y313,"Falling, lying or running before or into moving object, undetermined intent: Sports and athletics area"
Y314,"Falling, lying or running before or into moving object, undetermined intent: Street and highway"
Y315,"Falling, lying or running before or into moving object, undetermined intent: Trade and service area"
Y316,"Falling, lying or running before or into moving object, undetermined intent: Industrial and construction area"
Y317,"Falling, lying or running before or into moving object, undetermined intent: Farm"
Y318,"Falling, lying or running before or into moving object, undetermined intent: Other specified places"
Y319,"Falling, lying or running before or into moving object, undetermined intent: Unspecified place"
Y320,"Crashing of motor vehicle, undetermined intent: Home"
Y321,"Crashing of motor vehicle, undetermined intent: Residential institution"
Y322,"Crashing of motor vehicle, undetermined intent: School, other institution and public administrative area"
Y323,"Crashing of motor vehicle, undetermined intent: Sports and athletics area"
Y324,"Crashing of motor vehicle, undetermined intent: Street and highway"
Y325,"Crashing of motor vehicle, undetermined intent: Trade and service area"
Y326,"Crashing of motor vehicle, undetermined intent: Industrial and construction area"
Y327,"Crashing of motor vehicle, undetermined intent: Farm"
Y328,"Crashing of motor vehicle, undetermined intent: Other specified places"
Y329,"Crashing of motor vehicle, undetermined intent: Unspecified place"
Y330,"Other specified events, undetermined intent: Home"
Y331,"Other specified events, undetermined intent: Residential institution"
Y332,"Other specified events, undetermined intent: School, other institution and public administrative area"
Y333,"Other specified events, undetermined intent: Sports and athletics area"
Y334,"Other specified events, undetermined intent: Street and highway"
Y335,"Other specified events, undetermined intent: Trade and service area"
Y336,"Other specified events, undetermined intent: Industrial and construction area"
Y337,"Other specified events, undetermined intent: Farm"
Y338,"Other specified events, undetermined intent: Other specified places"
Y339,"Other specified events, undetermined intent: Unspecified place"
Y340,"Unspecified event, undetermined intent: Home"
Y341,"Unspecified event, undetermined intent: Residential institution"
Y342,"Unspecified event, undetermined intent: School, other institution and public administrative area"
Y343,"Unspecified event, undetermined intent: Sports and athletics area"
Y344,"Unspecified event, undetermined intent: Street and highway"
Y345,"Unspecified event, undetermined intent: Trade and service area"
Y346,"Unspecified event, undetermined intent: Industrial and construction area"
Y347,"Unspecified event, undetermined intent: Farm"
Y348,"Unspecified event, undetermined intent: Other specified places"
Y349,"Unspecified event, undetermined intent: Unspecified place"
Y350,Legal intervention involving firearm discharge
Y351,Legal intervention involving explosives
Y352,Legal intervention involving gas
Y353,Legal intervention involving blunt objects
Y354,Legal intervention involving sharp objects
Y355,Legal execution
Y356,Legal intervention involving other specified means
Y357,"Legal intervention, means unspecified"
Y360,War operations involving explosion of marine weapons
Y361,War operations involving destruction of aircraft
Y362,War operations involving other explosions and fragments
Y363,"War operations involving fires, conflagrations and hot substances"
Y364,War operations involving firearm discharge and other forms of conventional warfare
Y365,War operations involving nuclear weapons
Y366,War operations involving biological weapons
Y367,War operations involving chemical weapons and other forms of unconventional warfare
Y368,War operations occurring after cessation of hostilities
Y369,"War operations, unspecified"
Y400,Penicillins
Y401,Cefalosporins and other beta-lactam antibiotics
Y402,Chloramphenicol group
Y403,Macrolides
Y404,Tetracyclines
Y405,Aminoglycosides
Y406,Rifamycins
Y407,"Antifungal antibiotics, systemically used"
Y408,Other systemic antibiotics
Y409,"Systemic antibiotic, unspecified"
Y410,Sulfonamides
Y411,Antimycobacterial drugs
Y412,Antimalarials and drugs acting on other blood protozoa
Y413,Other antiprotozoal drugs
Y414,Anthelminthics
Y415,Antiviral drugs
Y418,Other specified systemic anti-infectives and antiparasitics
Y419,"Systemic anti-infective and antiparasitic, unspecified"
Y420,Glucocorticoids and synthetic analogues
Y421,Thyroid hormones and substitutes
Y422,Antithyroid drugs
